,,,,,,,,,,,,,,
RUN 2642 – 26 gennaio,,,direzione,,,entry point [mm],,,tempo [ns],exit point [mm],,,tempo [ns],quality
event,traccia,charge [p.e.],ux,uy,uz,x,y,z,,x,y,z,,
10536,0,2126,-0.576099,-0.582954,-0.572953,-11561.1,200,-16958.9,324,-999999,-999999,-999999,-999999,2126
10537,0,2277,-0.583649,-0.58011,-0.568178,7757.77,1647.25,-18954.4,583,-999999,-999999,-999999,-999999,2277
10538,0,2263,-0.583419,-0.577603,-0.570962,2449.13,-7543.08,-18954.4,597,-999999,-999999,-999999,-999999,2263
10539,0,2154,-0.585422,-0.577459,-0.569054,11343.9,-2411.17,-16932.1,535,-999999,-999999,-999999,-999999,2154
10540,0,901,-0.577681,-0.570961,-0.583342,-7414.18,-18961.4,2311.61,521,-999999,-999999,-999999,-999999,901
10541,0,2019,-0.577279,-0.579615,-0.575148,-11544.5,-7545.29,-15194.8,577,-999999,-999999,-999999,-999999,2019
10542,0,1663,-0.575154,-0.578307,-0.578583,-15292.8,-9895.23,-9422.97,536,-999999,-999999,-999999,-999999,1663
10543,0,1521,-0.584802,-0.570252,-0.576906,6961.56,-18092.1,-6634.82,525,-999999,-999999,-999999,-999999,1521
10544,0,927,-0.584456,-0.568163,-0.579311,11153.7,-17034.1,2251.77,511,-999999,-999999,-999999,-999999,927
10545,0,871,-0.569691,-0.579582,-0.582699,-20122.1,-3109.37,2251.77,495,-999999,-999999,-999999,-999999,871
10546,0,1367,-0.5868,-0.571785,-0.573348,18128,-7924.17,-5210.75,486,-999999,-999999,-999999,-999999,1367
10547,0,2129,-0.576994,-0.580735,-0.574304,-11550.4,-5142.64,-16159.2,579,-999999,-999999,-999999,-999999,2129
10548,0,2206,-0.584229,-0.576866,-0.570878,4633.3,-8027.93,-18324.1,616,-999999,-999999,-999999,-999999,2206
10549,0,2190,-0.578342,-0.581083,-0.572593,-8468.26,-3768.77,-18324.1,546,-999999,-999999,-999999,-999999,2190
10550,0,2184,-0.575746,-0.583756,-0.572491,-11343.9,2411.17,-16932.1,546,-999999,-999999,-999999,-999999,2184
10551,0,890,-0.574546,-0.57367,-0.583781,-13602.6,-15107.3,2251.77,526,-999999,-999999,-999999,-999999,890
10552,0,949,-0.585431,-0.571082,-0.575444,19647.1,-5343.82,2251.77,489,-999999,-999999,-999999,-999999,949
10553,0,2279,-0.583144,-0.580816,-0.567975,7245.76,3224.18,-18954.4,562,-999999,-999999,-999999,-999999,2279
10554,0,891,-0.120297,0.726569,-0.67648,-13126,-15681.3,1434.21,503,-15722.3,0,-13166,653,2183
10555,0,1646,0.510915,-0.608815,-0.606886,-18715.4,529.601,-8348.87,512,-13761,-5374.13,-14233.9,603,2131
10556,0,1961,-0.577453,-0.585538,-0.56894,1647.2,15672.7,-13118.5,332,-999999,-999999,-999999,-999999,1961
10557,0,2115,-0.574427,-0.585687,-0.571843,-10743.4,8647.87,-15194.8,501,-999999,-999999,-999999,-999999,2115
10558,0,933,-0.160161,0.987091,0,14451.5,-14342.9,2251.77,533,9175.11,18176.4,2251.77,593,987
10558,1,933,-0.195585,0.774939,-0.601012,14451.5,-14342.9,2251.77,533,8460.14,9396.01,-16159.2,614,2163
10559,0,2144,-0.584144,-0.575638,-0.572203,3583.81,-11029.7,-16932.1,556,-999999,-999999,-999999,-999999,2144
10560,0,1482,-0.574055,-0.578838,-0.579144,-16774.3,-8582.1,-8057.81,552,-999999,-999999,-999999,-999999,1482
10561,0,2157,-0.584676,-0.579052,-0.568201,12367.2,2628.79,-16159.2,547,-999999,-999999,-999999,-999999,2157
10562,0,913,0.254504,0.523798,-0.812935,2057.06,-20356,1284.64,481,7760.15,-8618.45,-16932.1,643,2207
10563,0,1483,-0.574358,-0.577698,-0.579981,-16266.2,-10545,-6634.82,502,-999999,-999999,-999999,-999999,1483
10564,0,1989,-0.572497,-0.585843,-0.573616,-13956,9030.14,-12029.9,477,-999999,-999999,-999999,-999999,1989
10565,0,2190,-0.578342,-0.581083,-0.572593,-8468.26,-3768.77,-18324.1,560,-999999,-999999,-999999,-999999,2190
10566,0,933,-0.585193,-0.568582,-0.578155,14451.5,-14342.9,2251.77,521,-999999,-999999,-999999,-999999,933
10567,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,514,-999999,-999999,-999999,-999999,937
10568,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,535,-999999,-999999,-999999,-999999,2198
10569,0,1125,-0.584521,-0.568613,-0.578805,9136.9,-18326.7,-730.744,514,-999999,-999999,-999999,-999999,1125
10570,0,947,-0.585928,-0.570406,-0.575608,18672.8,-8313.58,730.744,501,-999999,-999999,-999999,-999999,947
10571,0,1015,0.895299,0.0244679,-0.444792,-8096.49,18785.4,1343.63,490,5096.48,19146,-5210.75,534,1592
10572,0,1799,-0.573057,-0.586893,-0.571982,-8760.19,15173,-10619.5,409,-999999,-999999,-999999,-999999,1799
10573,0,2184,-0.575746,-0.583756,-0.572491,-11343.9,2411.17,-16932.1,380,-999999,-999999,-999999,-999999,2184
10574,0,2216,-0.584428,-0.579059,-0.568449,9269.04,-1.41,-18324.1,612,-999999,-999999,-999999,-999999,2216
10575,0,935,-0.230317,0.321699,-0.918403,12618.8,-16151.3,388.995,556,8710.68,-10692.6,-15194.8,602,2052
10576,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,516,-999999,-999999,-999999,-999999,937
10577,0,907,-0.579519,-0.569729,-0.582724,-3260.87,-20098.1,2251.77,535,-999999,-999999,-999999,-999999,907
10578,0,1931,-0.584126,-0.579527,-0.568282,14396.5,6409.81,-13118.5,505,-999999,-999999,-999999,-999999,1931
10579,0,871,0.393488,0.504408,-0.768596,-20341.2,-2135.07,1388.82,473,-12343,8117.68,-14233.9,169,2115
10580,0,1559,-0.586074,-0.575251,-0.570616,18814.7,0.0702,-8057.81,508,-999999,-999999,-999999,-999999,1559
10581,0,2114,-0.573725,-0.58561,-0.572626,-12343,8117.68,-14233.9,550,-999999,-999999,-999999,-999999,2114
10582,0,1110,-0.582076,-0.569238,-0.580651,1722.02,-20371.5,-730.744,548,-999999,-999999,-999999,-999999,1110
10583,0,949,-0.0528098,0.239764,-0.969394,19924.9,-4661.21,1233.78,512,19573.8,-3067.26,-5210.75,558,1558
10584,0,954,-0.854116,0.00558289,-0.520053,20347,-2363.63,814.819,455,-10116.6,-2164.51,-17733.8,592,2128
10585,0,1385,-0.584898,-0.576246,-0.57082,19323.6,4244.58,-5210.75,495,-999999,-999999,-999999,-999999,1385
10586,0,1939,-0.581885,-0.581863,-0.568195,11773.5,11734.5,-12029.9,410,-999999,-999999,-999999,-999999,1939
10587,0,1186,-0.207861,-0.364586,-0.907673,18782.2,7799.88,-2576.84,457,16940.4,4569.38,-10619.5,498,1922
10588,0,1262,0.0532636,-0.809311,-0.58496,-16320.4,12344.8,-1225.14,462,-15237.4,-4110.02,-13118.5,553,1835
10589,0,1372,-0.586646,-0.572653,-0.572639,19123.4,-5186.39,-5210.75,522,-999999,-999999,-999999,-999999,1372
10590,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,528,-999999,-999999,-999999,-999999,937
10591,0,940,0.0731039,0.718096,-0.692094,17145.4,-11228.6,451.179,513,18188.4,-983.461,-9422.97,584,1739
10592,0,2068,-0.585404,-0.57785,-0.568675,13774.7,693.83,-15194.8,536,-999999,-999999,-999999,-999999,2068
10593,0,2175,-0.575878,-0.585887,-0.570176,-6321.81,10949.6,-16159.2,468,-999999,-999999,-999999,-999999,2175
10594,0,2185,-0.57676,-0.582789,-0.572454,-10345.5,0,-17733.8,521,-999999,-999999,-999999,-999999,2185
10595,0,2084,-0.581518,-0.582671,-0.567742,8701.47,10700.9,-15194.8,516,-999999,-999999,-999999,-999999,2084
10596,0,987,-0.576942,-0.582088,-0.572984,9175.11,18176.4,2251.77,389,-999999,-999999,-999999,-999999,987
10597,0,969,-0.582036,-0.577008,-0.572972,18106.7,9312.05,2251.77,448,-999999,-999999,-999999,-999999,969
10598,0,2160,-0.583741,-0.580346,-0.567841,10594.7,4717.09,-16932.1,527,-999999,-999999,-999999,-999999,2160
10599,0,2271,-0.584409,-0.578333,-0.569208,7244.39,-3227.25,-18954.4,583,-999999,-999999,-999999,-999999,2271
10600,0,1267,-0.569066,-0.585446,-0.577423,-16691.4,11611.6,-2251.77,421,-999999,-999999,-999999,-999999,1267
10601,0,883,-0.572388,-0.575937,-0.583668,-17117.7,-11024.9,2251.77,517,-999999,-999999,-999999,-999999,883
10602,0,2132,-0.578315,-0.579813,-0.573907,-9382.4,-6816.77,-16932.1,234,-999999,-999999,-999999,-999999,2132
10603,0,1551,-0.394112,0.685184,-0.612535,19019.8,-2465.87,-7239.84,468,15237.4,4110.02,-13118.5,583,2076
10604,0,1040,-0.568376,-0.582358,-0.581213,-19884.6,4226.53,2251.77,373,-999999,-999999,-999999,-999999,1040
10605,0,2117,-0.57368,-0.58521,-0.57308,-13201.7,6630.4,-14233.9,484,-999999,-999999,-999999,-999999,2117
10606,0,967,0.610405,0.758422,-0.228476,15398.4,-13431.9,1650.28,580,15790,-12945.4,1503.73,535,933
10607,0,1787,-0.0262024,-0.913281,-0.406487,-2942.74,17464.9,-10323.2,468,-3557.16,-3950.66,-19854.9,568,2254
10608,0,1084,-0.57595,-0.574042,-0.582029,-12673.1,-15944.2,-2251.77,528,-999999,-999999,-999999,-999999,1084
10609,0,2195,-0.580528,-0.578307,-0.573191,-5160.75,-8966.41,-17733.8,576,-999999,-999999,-999999,-999999,2195
10610,0,2172,-0.577884,-0.585259,-0.568789,-1212.29,11533.8,-16932.1,534,-999999,-999999,-999999,-999999,2172
10611,0,891,-0.575024,-0.573208,-0.583764,-12753.7,-15871.6,2251.77,509,-999999,-999999,-999999,-999999,891
10612,0,921,-0.0562979,0.13447,-0.989317,7368.37,-18980.8,2251.77,507,6781.7,-17579.5,-8057.81,540,1524
10612,1,921,-0.0520323,0.399291,-0.915347,7368.37,-18980.8,2251.77,507,6321.81,-10949.6,-16159.2,615,2145
10613,0,2194,-0.579832,-0.579432,-0.57276,-6203.25,-6887.3,-18324.1,578,-999999,-999999,-999999,-999999,2194
10614,0,939,-0.585578,-0.569012,-0.577342,15790,-12945.4,1503.73,502,-999999,-999999,-999999,-999999,939
10615,0,2112,-0.574601,-0.585918,-0.571431,-9732.7,9772.34,-15194.8,487,-999999,-999999,-999999,-999999,2112
10616,0,1076,-0.574188,-0.575793,-0.58204,-15711.2,-12960.8,-2251.77,530,-999999,-999999,-999999,-999999,1076
10617,0,2053,-0.586322,-0.574288,-0.571332,11654,-9108.59,-14209.4,598,-999999,-999999,-999999,-999999,2053
10618,0,944,-0.585586,-0.570156,-0.576204,18571.3,-8268.41,2251.77,513,-999999,-999999,-999999,-999999,944
10619,0,2204,-0.583705,-0.576907,-0.571373,2862.95,-8815.82,-18324.1,205,-999999,-999999,-999999,-999999,2204
10620,0,2134,-0.579297,-0.578796,-0.573942,-7760.08,-8618.51,-16932.1,554,-999999,-999999,-999999,-999999,2134
10621,0,1009,-0.251317,-0.46826,-0.847096,-4817.96,19896.1,1087.36,437,-9363.48,11426.8,-14233.9,477,2112
10622,0,1591,-0.577793,-0.584179,-0.569991,6961.43,18092.2,-6634.82,510,-999999,-999999,-999999,-999999,1591
10623,0,879,-0.571672,-0.576792,-0.583525,-18106.7,-9312.05,2251.77,497,-999999,-999999,-999999,-999999,879
10624,0,1027,-0.568326,-0.584868,-0.578735,-15775,12873,2251.77,470,-999999,-999999,-999999,-999999,1027
10625,0,2224,-0.581907,-0.582302,-0.567722,6203.25,6887.3,-18324.1,512,-999999,-999999,-999999,-999999,2224
10626,0,1646,-0.572086,-0.582694,-0.577221,-18205.5,0,-9392.41,499,-999999,-999999,-999999,-999999,1646
10627,0,1842,-0.57583,-0.579838,-0.576374,-14049.9,-7188.24,-13118.5,574,-999999,-999999,-999999,-999999,1842
10628,0,2188,-0.577748,-0.581912,-0.572351,-9066.78,-1925.76,-18324.1,315,-999999,-999999,-999999,-999999,2188
10629,0,919,-0.582691,-0.568267,-0.580985,5195.67,-19686.8,2251.77,67,-999999,-999999,-999999,-999999,919
10630,0,2013,-0.575805,-0.580702,-0.575529,-13761,-5374.13,-14233.9,578,-999999,-999999,-999999,-999999,2013
10631,0,2319,-0.583384,-0.579725,-0.568843,5199.95,-1105.26,-19854.9,529,-999999,-999999,-999999,-999999,2319
10632,0,1725,-0.586919,-0.573349,-0.571661,17016,-6499.32,-9422.97,542,-999999,-999999,-999999,-999999,1725
10633,0,1335,-0.583123,-0.569723,-0.579123,3158.95,-19893.3,-3722.65,250,-999999,-999999,-999999,-999999,1335
10634,0,2303,-0.577677,-0.583154,-0.571158,-7757.07,1650.53,-18954.4,557,-999999,-999999,-999999,-999999,2303
10635,0,2327,-0.580347,-0.583091,-0.568508,555.666,5287,-19854.9,429,-999999,-999999,-999999,-999999,2327
10636,0,879,-0.571672,-0.576792,-0.583525,-18106.7,-9312.05,2251.77,440,-999999,-999999,-999999,-999999,879
10637,0,920,-0.583039,-0.568197,-0.580704,6282.02,-19333.8,2251.77,513,-999999,-999999,-999999,-999999,920
10638,0,1878,-0.583872,-0.573343,-0.574779,2494.75,-15583.6,-13118.5,586,-999999,-999999,-999999,-999999,1878
10639,0,958,-0.585218,-0.572837,-0.573915,20439.9,-1147.87,730.744,512,-999999,-999999,-999999,-999999,958
10640,0,2020,-0.577812,-0.579025,-0.575207,-10736.2,-8657.89,-15194.8,606,-999999,-999999,-999999,-999999,2020
10641,0,1970,-0.574336,-0.586754,-0.57084,-5950.13,15541.8,-12002.1,439,-999999,-999999,-999999,-999999,1970
10642,0,891,0.673118,-0.349305,-0.651842,-13462,-15373.6,1636.8,533,-7146.65,-18650.8,-4478.9,585,1501
10643,0,891,-0.575024,-0.573208,-0.583764,-12753.7,-15871.6,2251.77,524,-999999,-999999,-999999,-999999,891
10644,0,931,-0.584842,-0.568311,-0.578777,12753.8,-15871.5,2251.77,509,-999999,-999999,-999999,-999999,931
10645,0,1313,-0.576124,-0.575159,-0.580752,-13138.2,-14792,-5210.75,543,-999999,-999999,-999999,-999999,1313
10646,0,2094,-0.577541,-0.585556,-0.568832,858.624,14748.2,-14233.9,292,-999999,-999999,-999999,-999999,2094
10647,0,1390,-0.584053,-0.577473,-0.570445,18519.6,7044.56,-5210.75,439,-999999,-999999,-999999,-999999,1390
10648,0,2195,-0.580528,-0.578307,-0.573191,-5160.75,-8966.41,-17733.8,621,-999999,-999999,-999999,-999999,2195
10649,0,2143,-0.584312,-0.575039,-0.572633,3907.11,-12024.7,-16159.2,600,-999999,-999999,-999999,-999999,2143
10650,0,2020,-0.577812,-0.579025,-0.575207,-10736.2,-8657.89,-15194.8,604,-999999,-999999,-999999,-999999,2020
10651,0,2132,-0.578315,-0.579813,-0.573907,-9382.4,-6816.77,-16932.1,555,-999999,-999999,-999999,-999999,2132
10652,0,981,-0.325605,-0.720436,-0.612334,13007.7,15818.9,902.06,424,2449.13,-7543.08,-18954.4,546,2265
10653,0,867,-0.568906,-0.581436,-0.581617,-20383.4,1191.92,1503.73,407,-999999,-999999,-999999,-999999,867
10654,0,1966,-0.576494,-0.586049,-0.569387,-799.887,15761.7,-13118.5,358,-999999,-999999,-999999,-999999,1966
10655,0,2144,-0.584144,-0.575638,-0.572203,3583.81,-11029.7,-16932.1,538,-999999,-999999,-999999,-999999,2144
10656,0,991,-0.197831,-0.699605,-0.686598,6778.04,19308,1228.58,453,556.073,-2695.17,-20365.5,539,2350
10657,0,2308,-0.580126,-0.580811,-0.571063,-4300.82,-3124.75,-19854.9,589,-999999,-999999,-999999,-999999,2308
10658,0,1439,-0.433364,-0.704023,-0.562626,-10008.1,17066.2,-5210.75,159,-14174.2,10298.1,-10619.5,475,1811
10658,1,1439,0.691545,-0.274177,-0.668276,-10008.1,17066.2,-5210.75,159,1321.56,12574.3,-16159.2,240,2169
10659,0,1003,0.585022,-0.347214,-0.732934,-1770.6,20363.8,1559.67,405,9076.49,13925.9,-12029.9,442,1946
10660,0,1193,-0.395915,-0.843222,-0.363631,15884.2,12933.3,-820.888,415,2494.75,-15583.6,-13118.5,555,2141
10661,0,890,-0.574546,-0.57367,-0.583781,-13602.6,-15107.3,2251.77,513,-999999,-999999,-999999,-999999,890
10662,0,889,0.363737,0.621431,-0.693916,-14033,-14829.7,1845.47,522,-2658.08,4603.88,-19854.9,630,2298
10663,0,1975,-0.573872,-0.586793,-0.571266,-7521.98,14823.4,-12029.9,383,-999999,-999999,-999999,-999999,1975
10664,0,919,-0.582691,-0.568267,-0.580985,5195.67,-19686.8,2251.77,483,-999999,-999999,-999999,-999999,919
10665,0,1971,-0.57518,-0.586545,-0.570204,-3967.08,15714.3,-12584.1,409,-999999,-999999,-999999,-999999,1971
10666,0,1926,-0.584893,-0.578483,-0.568557,15237.4,4110.02,-13118.5,609,-999999,-999999,-999999,-999999,1926
10667,0,1168,-0.793402,-0.402938,-0.456239,20319.6,2580.51,-839.314,481,-6321.73,-10949.6,-16159.2,603,2136
10668,0,1508,-0.148359,0.558512,-0.816121,-2095.71,-19447,-6137.61,533,-3749.79,-13220.1,-15236.7,600,2137
10669,0,1386,-0.584648,-0.576634,-0.570685,19129.1,5159.3,-5210.75,197,-999999,-999999,-999999,-999999,1386
10670,0,2301,-0.577566,-0.583659,-0.570754,-7244.39,3227.25,-18954.4,516,-999999,-999999,-999999,-999999,2301
10671,0,2131,-0.577956,-0.57959,-0.574493,-10228.8,-7431.72,-16159.2,567,-999999,-999999,-999999,-999999,2131
10672,0,1118,0.370596,0.741576,-0.559217,5999.95,-19559.8,-1290.44,522,14577.6,-2395.52,-14233.9,670,2157
10673,0,2273,-0.584295,-0.578841,-0.568808,7757.07,-1650.53,-18954.4,538,-999999,-999999,-999999,-999999,2273
10674,0,973,-0.581339,-0.577818,-0.572862,17143.4,10982.1,2311.61,507,-999999,-999999,-999999,-999999,973
10675,0,1056,-0.570874,-0.579179,-0.581941,-19733.2,-5473.09,-730.744,487,-999999,-999999,-999999,-999999,1056
10676,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,514,-999999,-999999,-999999,-999999,937
10677,0,1799,-0.573057,-0.586893,-0.571982,-8760.19,15173,-10619.5,398,-999999,-999999,-999999,-999999,1799
10678,0,2184,-0.575746,-0.583756,-0.572491,-11343.9,2411.17,-16932.1,337,-999999,-999999,-999999,-999999,2184
10679,0,958,-0.585218,-0.572837,-0.573915,20439.9,-1147.87,730.744,475,-999999,-999999,-999999,-999999,958
10680,0,1108,-0.581369,-0.570041,-0.580571,-881.052,-20348.2,-2251.77,542,-999999,-999999,-999999,-999999,1108
10681,0,1308,-0.574806,-0.576489,-0.58074,-15376.9,-12493.8,-5210.75,525,-999999,-999999,-999999,-999999,1308
10682,0,1927,-0.584441,-0.578917,-0.568581,15528.5,5931.3,-12029.9,508,-999999,-999999,-999999,-999999,1927
10683,0,961,-0.583988,-0.574248,-0.573757,20122.1,3109.37,2251.77,446,-999999,-999999,-999999,-999999,961
10684,0,1209,0.428413,-0.753696,-0.498403,10952.9,17165.9,-2369.45,431,17015.9,6499.45,-9422.97,507,1746
10685,0,1764,-0.580957,-0.582471,-0.568522,11019.3,13654,-10619.5,364,-999999,-999999,-999999,-999999,1764
10686,0,921,-0.241805,0.456601,-0.856181,8326.25,-18640.9,1855.27,490,2449.13,-7543.08,-18954.4,573,2261
10687,0,2147,0.913858,-0.395418,-0.0922375,-8668.01,-9964.69,-15678.7,693,-3907.07,-12024.7,-16159.2,672,2133
10688,0,2135,1,0,0,-6321.73,-10949.6,-16159.2,356,6321.81,-10949.6,-16159.2,45,2145
10688,1,2135,0.753158,0.55733,-0.34948,-6321.73,-10949.6,-16159.2,356,1642.79,-5055.92,-19854.9,33,2314
10689,0,1697,0.800479,0.49984,-0.330747,1831.43,-17424.3,-10619.5,27,7879.54,-13647.7,-13118.5,50,1889
10689,1,2131,0.998861,0.0243481,-0.0410385,-10228.8,-7431.72,-16159.2,28,9235.58,-6957.26,-16958.9,27,2150
10690,0,2024,-0.579002,-0.577834,-0.575209,-8701.47,-10700.9,-15194.8,25,-999999,-999999,-999999,-999999,2024
10691,0,2051,-0.984261,0.169464,-0.0501187,8710.68,-10692.6,-15194.8,273,-10228.8,-7431.72,-16159.2,325,2131
10691,1,2051,-0.961411,-0.244834,-0.125481,8710.68,-10692.6,-15194.8,273,1321.66,-12574.3,-16159.2,160,2141
10692,0,2051,-0.585701,-0.574435,-0.571821,8710.68,-10692.6,-15194.8,47,-999999,-999999,-999999,-999999,2051
10693,0,2137,-0.581305,-0.576568,-0.574155,-3907.07,-12024.7,-16159.2,83,-999999,-999999,-999999,-999999,2137
10694,0,2141,-0.583428,-0.575331,-0.573242,1321.66,-12574.3,-16159.2,40,-999999,-999999,-999999,-999999,2141
10695,0,2203,-0.583923,-0.57633,-0.571732,3210.12,-9834.89,-17733.8,33,-999999,-999999,-999999,-999999,2203
10696,0,1825,-0.573209,-0.582897,-0.575901,-16619.8,0,-12002.1,122,-999999,-999999,-999999,-999999,1825
10697,0,2036,-0.582677,-0.575083,-0.574254,-749.821,-13771.8,-15194.8,37,-999999,-999999,-999999,-999999,2036
10698,0,2033,-0.582083,-0.574861,-0.575078,-2226.35,-14604.4,-14233.9,31,-999999,-999999,-999999,-999999,2033
10699,0,1870,-0.581952,-0.574316,-0.575754,-2494.64,-15583.6,-13118.5,82,-999999,-999999,-999999,-999999,1870
10700,0,1870,-0.581952,-0.574316,-0.575754,-2494.64,-15583.6,-13118.5,35,-999999,-999999,-999999,-999999,1870
10701,0,2199,-0.582368,-0.576991,-0.572651,-1067.61,-10290.3,-17733.8,49,-999999,-999999,-999999,-999999,2199
10702,0,2200,-0.58231,-0.577502,-0.572195,-970.281,-9218.12,-18324.1,79,-999999,-999999,-999999,-999999,2200
10703,0,2036,-0.582677,-0.575083,-0.574254,-749.821,-13771.8,-15194.8,62,-999999,-999999,-999999,-999999,2036
10704,0,2204,-0.583705,-0.576907,-0.571373,2862.95,-8815.82,-18324.1,83,-999999,-999999,-999999,-999999,2204
10705,0,2200,-0.58231,-0.577502,-0.572195,-970.281,-9218.12,-18324.1,40,-999999,-999999,-999999,-999999,2200
10706,0,2264,-0.583248,-0.57798,-0.570755,2219.94,-6832.19,-19246.9,43,-999999,-999999,-999999,-999999,2264
10707,0,2196,-0.580661,-0.578683,-0.572676,-4635.74,-8026.52,-18324.1,43,-999999,-999999,-999999,-999999,2196
10708,0,1607,-0.00380974,-0.739352,-0.673308,-1900.64,18616.7,-8370,672,-1963.04,6507.61,-19397.4,750,2294
10709,0,893,0.475841,0.385395,-0.790599,-13785.4,-15171.2,218.806,476,-1766.51,-5436.82,-19750.3,631,2258
10710,0,1557,-0.585806,-0.575274,-0.570869,19357.8,1030.07,-6634.82,509,-999999,-999999,-999999,-999999,1557
10711,0,2051,-0.585701,-0.574435,-0.571821,8710.68,-10692.6,-15194.8,515,-999999,-999999,-999999,-999999,2051
10712,0,1756,-0.582334,-0.580964,-0.568655,13781.5,11396.6,-10032.2,435,-999999,-999999,-999999,-999999,1756
10713,0,1799,-0.573057,-0.586893,-0.571982,-8760.19,15173,-10619.5,349,-999999,-999999,-999999,-999999,1799
10714,0,2084,-0.581518,-0.582671,-0.567742,8701.47,10700.9,-15194.8,469,-999999,-999999,-999999,-999999,2084
10715,0,965,-0.805171,0.331268,-0.491895,20037.4,4298.85,520.971,433,-4074.36,14219,-14209.4,554,2104
10716,0,1809,-0.57131,-0.585924,-0.574716,-15292.9,9895.12,-9422.97,425,-999999,-999999,-999999,-999999,1809
10717,0,2055,-0.586281,-0.574835,-0.570823,11956.8,-7798.39,-14723.1,523,-999999,-999999,-999999,-999999,2055
10718,0,2335,-0.579773,-0.582156,-0.57005,-3528.91,567.175,-20240.4,543,-999999,-999999,-999999,-999999,2335
10719,0,889,-0.574068,-0.574131,-0.583797,-14451.4,-14343,2251.77,88,-999999,-999999,-999999,-999999,889
10720,0,2238,-0.577132,-0.584734,-0.570092,-6201.15,6889.18,-18324.1,500,-999999,-999999,-999999,-999999,2238
10721,0,1160,-0.58579,-0.572424,-0.573742,20253.2,-3026.28,-730.744,464,-999999,-999999,-999999,-999999,1160
10722,0,1033,0.570106,-0.21249,-0.793616,-17733.3,10222.7,1130.47,420,-2658.08,4603.88,-19854.9,481,2330
10723,0,920,0.430451,0.868043,-0.247411,7066.36,-19166.4,1722.59,509,19129.1,5159.3,-5210.75,531,1386
10724,0,1061,-0.571418,-0.578415,-0.582167,-19181.4,-7171.18,-730.744,322,-999999,-999999,-999999,-999999,1061
10725,0,2279,-0.583144,-0.580816,-0.567975,7245.76,3224.18,-18954.4,535,-999999,-999999,-999999,-999999,2279
10726,0,1601,-0.576027,-0.585654,-0.570264,1966.61,18711.7,-8057.81,361,-999999,-999999,-999999,-999999,1601
10727,0,891,0.291707,0.554343,-0.779494,-13698.8,-15169,1579.62,513,-5716.6,-0.0213,-19750.3,612,2246
10728,0,1878,-0.583872,-0.573343,-0.574779,2494.75,-15583.6,-13118.5,558,-999999,-999999,-999999,-999999,1878
10729,0,969,-0.686391,-0.523502,-0.504789,17461.5,10617.6,1616.44,639,-7760.08,-8618.51,-16932.1,579,2133
